,target,id_cliente,orden_nro,ciudad,monto,segmento,microsegmento,fecha_orden,fecha_de_vencimiento,fecha_de_pago,order_closed_cohort,ord_due_cohort,payment_cohort,dif_pymt_date,dow_closed,cantidad_sesiones,tiempo_promedio_navegacion,days_ultima_navegacion
11782,0,73598618,67486523134618,BOG,309373.01,comercio,panadería/pastelería,2022-05-09,2022-05-16,2022-05-16,2022-05-01,2022-05-01,2022-05-01,0.0,0,59,1908.0677966101696,0.0
11783,0,73598618,233499898811302,BOG,291682.1,comercio,panadería/pastelería,2022-05-17,2022-05-24,2022-05-24,2022-05-01,2022-05-01,2022-05-01,0.0,1,66,1793.8333333333333,0.0
11784,0,73598618,117994896579599,BOG,406475.06,comercio,panadería/pastelería,2022-05-28,2022-06-04,2022-06-04,2022-05-01,2022-06-01,2022-06-01,0.0,5,68,1777.720588235294,0.0
11785,0,73615113,79309200778975,BAQ,135920.07,restaurante,corrientazo,2022-08-19,2022-08-26,2022-08-26,2022-08-01,2022-08-01,2022-08-01,0.0,4,11,101.1818181818182,16.0
11786,0,73615113,2389873029595,BAQ,60785.91,restaurante,corrientazo,2022-08-30,2022-09-06,2022-09-07,2022-08-01,2022-09-01,2022-09-01,1.0,1,7,101.71428571428572,27.0
11787,0,73615113,21263906444309,BAQ,152686.5,restaurante,corrientazo,2022-09-08,2022-09-15,2022-09-14,2022-09-01,2022-09-01,2022-09-01,-1.0,3,6,114.5,36.0
11788,0,73615113,2713996352070,BAQ,80330.08,restaurante,corrientazo,2022-09-16,2022-09-23,2022-09-21,2022-09-01,2022-09-01,2022-09-01,-2.0,4,5,122.8,44.0
11789,0,73615113,46065082415401,BAQ,142076.72,restaurante,corrientazo,2022-09-22,2022-09-29,2022-09-29,2022-09-01,2022-09-01,2022-09-01,0.0,3,6,210.0,1.0
11790,0,73624118,57965551197471,BOG,464433.48,restaurante,parrilla/asadero,2022-07-29,2022-08-05,2022-08-04,2022-07-01,2022-08-01,2022-08-01,-1.0,4,16,238.6875,1.0
11791,1,73624118,153437737085725,BOG,361504.42,restaurante,parrilla/asadero,2022-08-11,2022-08-18,2025-12-31,2022-08-01,2022-08-01,2025-12-01,1231.0,3,20,310.6,0.0
11792,0,73663772,212993549977482,BAQ,68551.75,restaurante,panadería/pastelería/cafetería,2023-06-22,2023-06-29,1899-12-30,2023-06-01,2023-06-01,1899-12-01,-45106.0,3,24,429.6666666666667,0.0
11793,0,73663772,145243069141558,BAQ,88940.38,restaurante,panadería/pastelería/cafetería,2023-06-26,2023-07-03,1899-12-30,2023-06-01,2023-07-01,1899-12-01,-45110.0,0,26,467.9230769230769,2.0
11794,0,73663772,145455757081892,BAQ,97538.86,restaurante,panadería/pastelería/cafetería,2023-06-26,2023-07-03,1899-12-30,2023-06-01,2023-07-01,1899-12-01,-45110.0,0,26,467.9230769230769,2.0
11795,1,73909547,25900212111751,BAQ,209997.69,hogar,comida rápida,2022-08-20,2022-08-27,2025-12-31,2022-08-01,2022-08-01,2025-12-01,1222.0,5,65,167.0,1.0
11796,0,73909547,58751960716406,BAQ,213590.72,hogar,comida rápida,2022-09-03,2022-09-10,2022-09-12,2022-09-01,2022-09-01,2022-09-01,2.0,5,56,188.2142857142857,3.0
11797,1,73909547,26919544452086,BAQ,298355.67,hogar,comida rápida,2022-09-17,2022-09-24,2023-01-05,2022-09-01,2022-09-01,2023-01-01,103.0,5,47,219.80851063829783,1.0
11798,1,73909547,85583095655941,BAQ,186308.61,hogar,comida rápida,2022-09-24,2022-10-01,2023-01-05,2022-09-01,2022-10-01,2023-01-01,96.0,5,48,286.7083333333333,1.0
11799,1,73909547,722923535605,BAQ,239340.35,hogar,comida rápida,2023-01-11,2023-01-18,2023-03-16,2023-01-01,2023-01-01,2023-03-01,57.0,2,65,166.47692307692307,1.0
11800,0,73910466,41518830675423,BOG,499426.4799999999,restaurante,panadería/pastelería,2022-06-16,2022-06-23,2022-06-22,2022-06-01,2022-06-01,2022-06-01,-1.0,3,26,171.5,1.0
11801,0,73910466,7289058567141,BOG,493995.58,restaurante,panadería/pastelería,2022-06-23,2022-06-30,2022-06-29,2022-06-01,2022-06-01,2022-06-01,-1.0,3,31,191.70967741935485,1.0
11802,0,73910466,20326909583120,BOG,414520.26,restaurante,panadería/pastelería,2022-07-01,2022-07-08,2022-07-05,2022-07-01,2022-07-01,2022-07-01,-3.0,4,41,200.70731707317077,2.0
11803,0,73910466,57188871839049,BOG,482701.62,restaurante,panadería/pastelería,2022-07-13,2022-07-20,2022-07-20,2022-07-01,2022-07-01,2022-07-01,0.0,2,44,240.8636363636364,4.0
11804,0,73910466,15826003231334,BOG,515476.76,restaurante,panadería/pastelería,2022-07-22,2022-07-29,2022-07-29,2022-07-01,2022-07-01,2022-07-01,0.0,4,42,246.14285714285717,1.0
11805,0,73917128,79686450501028,BOG,60761.5,restaurante,panadería/pastelería,2022-07-23,2022-07-30,2022-08-02,2022-07-01,2022-07-01,2022-08-01,3.0,5,32,179.71875,1.0
11806,0,73917128,23483496026673,BOG,487997.1,restaurante,panadería/pastelería,2022-11-28,2022-12-05,2022-12-05,2022-11-01,2022-12-01,2022-12-01,0.0,0,15,210.13333333333333,2.0
11807,0,73917128,67348324083979,BOG,258778.97,restaurante,panadería/pastelería,2022-12-09,2022-12-16,2022-12-16,2022-12-01,2022-12-01,2022-12-01,0.0,4,21,171.76190476190476,0.0
11808,0,73917128,56656521733743,BOG,411028.7,restaurante,panadería/pastelería,2022-12-17,2022-12-24,2022-12-23,2022-12-01,2022-12-01,2022-12-01,-1.0,5,18,144.77777777777777,1.0
11809,0,73917128,145031482286973,BOG,265432.1,restaurante,panadería/pastelería,2022-12-31,2023-01-07,2023-01-07,2022-12-01,2023-01-01,2023-01-01,0.0,5,34,122.94117647058825,1.0
11810,0,73946600,222242356354294,BOG,498843.53,restaurante,empanadas/arepas,2022-07-12,2022-07-19,2022-07-19,2022-07-01,2022-07-01,2022-07-01,0.0,1,11,393.09090909090907,1.0
11811,0,73946600,28661322108367,BOG,426155.67,restaurante,empanadas/arepas,2022-07-22,2022-07-29,2022-07-28,2022-07-01,2022-07-01,2022-07-01,-1.0,4,16,470.4375,1.0
11812,0,73946600,73307135795359,BOG,491551.53,restaurante,empanadas/arepas,2022-07-30,2022-08-06,2022-08-05,2022-07-01,2022-08-01,2022-08-01,-1.0,5,23,751.4347826086956,1.0
11813,0,73946600,33488012183343,BOG,338534.41,restaurante,empanadas/arepas,2022-08-06,2022-08-13,2022-08-13,2022-08-01,2022-08-01,2022-08-01,0.0,5,30,630.0666666666667,1.0
11814,0,73946600,61975676935066,BOG,491343.5200000001,restaurante,empanadas/arepas,2022-08-17,2022-08-24,2022-08-25,2022-08-01,2022-08-01,2022-08-01,1.0,2,32,655.65625,1.0
11815,1,73980037,156001172361754,BOG,343656.83,hogar,cafetería,2022-08-22,2022-08-29,2022-09-15,2022-08-01,2022-08-01,2022-09-01,17.0,0,32,322.625,1.0
11816,0,73983221,72606863651342,BOG,313420.69,restaurante,parrilla/asadero,2022-06-13,2022-06-20,2022-06-30,2022-06-01,2022-06-01,2022-06-01,10.0,0,15,369.2,2.0
11817,0,73983221,47517310237159,BOG,327750.57,restaurante,parrilla/asadero,2022-07-04,2022-07-11,2022-07-25,2022-07-01,2022-07-01,2022-07-01,14.0,0,11,260.45454545454544,4.0
11818,1,73983221,24948167568142,BOG,173659.76,restaurante,parrilla/asadero,2022-08-06,2022-08-13,2023-03-21,2022-08-01,2022-08-01,2023-03-01,220.0,5,22,210.4090909090909,1.0
11819,0,73998418,44217287332103,BAQ,293980.78,restaurante,panadería/pastelería/cafetería,2022-10-07,2022-10-14,2022-10-13,2022-10-01,2022-10-01,2022-10-01,-1.0,4,11,113.54545454545456,1.0
11820,0,73998418,16254213239905,BAQ,299186.34,restaurante,panadería/pastelería/cafetería,2022-10-15,2022-10-22,2022-10-21,2022-10-01,2022-10-01,2022-10-01,-1.0,5,14,179.21428571428572,1.0
11821,0,73998418,31131817416748,BAQ,290616.81,restaurante,panadería/pastelería/cafetería,2022-10-26,2022-11-02,2022-11-02,2022-10-01,2022-11-01,2022-11-01,0.0,2,17,215.64705882352945,1.0
11822,0,73998418,22441298257988,BAQ,343762.15,restaurante,panadería/pastelería/cafetería,2022-11-05,2022-11-12,2022-11-16,2022-11-01,2022-11-01,2022-11-01,4.0,5,22,238.4090909090909,1.0
11823,0,73998418,21852568991781,BAQ,145429.61,restaurante,panadería/pastelería/cafetería,2022-11-09,2022-11-16,2022-11-18,2022-11-01,2022-11-01,2022-11-01,2.0,2,23,292.4347826086956,1.0
11824,0,74029516,8923550541523,BOG,380985.08,restaurante,comida especializada,2022-06-24,2022-07-01,2022-07-06,2022-06-01,2022-07-01,2022-07-01,5.0,4,26,364.0,1.0
11825,0,74029516,209496240567557,BOG,125549.83999999998,restaurante,comida especializada,2022-07-12,2022-07-19,2022-07-22,2022-07-01,2022-07-01,2022-07-01,3.0,1,31,264.0,1.0
11826,0,74029516,62281470585912,BOG,51382.14,restaurante,comida especializada,2022-07-29,2022-08-05,2022-08-17,2022-07-01,2022-08-01,2022-08-01,12.0,4,33,344.6969696969697,1.0
11827,0,74029516,39412658550098,BOG,233345.75,restaurante,comida especializada,2022-08-05,2022-08-12,2022-08-17,2022-08-01,2022-08-01,2022-08-01,5.0,4,33,360.4848484848485,1.0
11828,0,74029516,84056560617887,BOG,128094.09,restaurante,comida especializada,2022-08-09,2022-08-16,2022-08-19,2022-08-01,2022-08-01,2022-08-01,3.0,1,32,372.4375,3.0
11829,0,74041879,289156745778759,BOG,159248.19,restaurante,comida rápida,2022-10-28,2022-11-04,2022-11-03,2022-10-01,2022-11-01,2022-11-01,-1.0,4,91,106.31868131868131,0.0
11830,0,74041879,52740758560914,BOG,76342.03,restaurante,comida rápida,2022-10-31,2022-11-07,2022-11-07,2022-10-01,2022-11-01,2022-11-01,0.0,0,90,111.03333333333332,0.0
11831,0,74041879,91914051341469,BOG,215181.29,restaurante,comida rápida,2022-11-05,2022-11-12,2022-11-12,2022-11-01,2022-11-01,2022-11-01,0.0,5,82,129.14634146341464,1.0
11832,0,74041879,30402535817127,BOG,228482.19,restaurante,comida rápida,2022-12-09,2022-12-16,2022-12-16,2022-12-01,2022-12-01,2022-12-01,0.0,4,62,212.5967741935484,0.0
11833,0,74041879,162802598605567,BOG,212850.0,restaurante,comida rápida,2022-12-12,2022-12-19,2022-12-19,2022-12-01,2022-12-01,2022-12-01,0.0,0,65,200.7230769230769,0.0
11834,1,74071400,28836839492264,BOG,523619.44,hogar,comida rápida,2022-06-15,2022-06-22,2025-12-31,2022-06-01,2022-06-01,2025-12-01,1288.0,2,45,221.88888888888889,0.0
11835,0,74083261,338522127555095,BAQ,45960.0,comercio,na,2023-07-01,2023-07-08,2023-07-08,2023-07-01,2023-07-01,2023-07-01,0.0,5,43,134.7674418604651,0.0
11836,1,74083261,131982430411308,BAQ,90931.47,comercio,na,2023-08-05,2023-08-12,2023-08-31,2023-08-01,2023-08-01,2023-08-01,19.0,5,40,153.55,1.0
11837,1,74083261,4392117032954,BAQ,56020.82,comercio,na,2023-09-02,2023-09-09,2025-12-31,2023-09-01,2023-09-01,2025-12-01,844.0,5,51,199.8823529411765,2.0
11838,1,74275237,89804964634575,BOG,260340.42,restaurante,panadería/pastelería,2023-06-27,2023-07-04,2023-08-25,2023-06-01,2023-07-01,2023-08-01,52.0,1,45,353.8222222222222,0.0
11839,1,74294328,23782617788956,BOG,495813.64,restaurante,panadería/pastelería,2022-08-11,2022-08-18,2025-12-31,2022-08-01,2022-08-01,2025-12-01,1231.0,3,0,0.0,60.0
11840,0,74317151,6677892077539,BOG,245841.72,restaurante,comida rápida,2022-11-19,2022-11-26,2022-11-24,2022-11-01,2022-11-01,2022-11-01,-2.0,5,12,278.8333333333333,10.0
11841,0,74378887,171542181478559,BOG,280915.59,restaurante,corrientazo,2022-09-15,2022-09-22,1899-12-30,2022-09-01,2022-09-01,1899-12-01,-44826.0,3,28,452.6071428571428,0.0
11842,0,74381688,120317380134263,BOG,276025.36,restaurante,comida rápida,2023-06-10,2023-06-17,2023-06-16,2023-06-01,2023-06-01,2023-06-01,-1.0,5,54,121.33333333333331,0.0
11843,0,74381688,10848106191952,BOG,291722.32,restaurante,comida rápida,2023-06-23,2023-06-30,2023-06-30,2023-06-01,2023-06-01,2023-06-01,0.0,4,58,100.01724137931036,0.0
11844,0,74381688,25350098192494,BOG,264240.34,restaurante,comida rápida,2023-07-04,2023-07-11,2023-07-11,2023-07-01,2023-07-01,2023-07-01,0.0,1,65,129.7076923076923,0.0
11845,0,74381688,235817506536637,BOG,153920.87,restaurante,comida rápida,2023-07-10,2023-07-17,2023-07-17,2023-07-01,2023-07-01,2023-07-01,0.0,0,66,133.93939393939394,0.0
11846,0,74381688,81248705259776,BOG,126638.54,restaurante,comida rápida,2023-07-15,2023-07-22,2023-07-22,2023-07-01,2023-07-01,2023-07-01,0.0,5,70,128.4142857142857,0.0
11847,0,74407828,73479043037897,BAQ,113478.15,restaurante,panadería/pastelería/cafetería,2022-08-20,2022-08-27,1899-12-30,2022-08-01,2022-08-01,1899-12-01,-44800.0,5,67,296.5223880597015,6.0
11848,0,74407828,57334288329224,BAQ,172260.0,restaurante,panadería/pastelería/cafetería,2022-08-23,2022-08-30,1899-12-30,2022-08-01,2022-08-01,1899-12-01,-44803.0,1,62,306.5,9.0
11849,1,74650289,24275968460221,BAQ,473003.18,hogar,comida rápida,2022-07-13,2022-07-20,2025-12-31,2022-07-01,2022-07-01,2025-12-01,1260.0,2,23,286.8695652173913,0.0
11850,0,74654845,159312229273502,BOG,283285.92,restaurante,empanadas/arepas,2022-10-13,2022-10-20,2022-10-19,2022-10-01,2022-10-01,2022-10-01,-1.0,3,15,548.7333333333333,1.0
11851,0,74654845,232714998779319,BOG,261485.02,restaurante,empanadas/arepas,2022-10-25,2022-11-01,2022-11-01,2022-10-01,2022-11-01,2022-11-01,0.0,1,16,532.5625,1.0
11852,0,74654845,21363544389853,BOG,177458.47,restaurante,empanadas/arepas,2022-11-03,2022-11-10,2022-11-10,2022-11-01,2022-11-01,2022-11-01,0.0,3,13,631.8461538461538,8.0
11853,0,74654845,48035905892511,BOG,293904.81,restaurante,empanadas/arepas,2022-11-12,2022-11-19,2022-11-21,2022-11-01,2022-11-01,2022-11-01,2.0,5,12,444.3333333333333,1.0
11854,0,74654845,228536718107136,BOG,324293.98,restaurante,empanadas/arepas,2022-11-23,2022-11-30,2022-11-30,2022-11-01,2022-11-01,2022-11-01,0.0,2,15,362.0,1.0
11855,0,74693095,27084871645019,BOG,274236.15,restaurante,panadería/pastelería,2022-09-21,2022-09-28,2022-10-05,2022-09-01,2022-09-01,2022-10-01,7.0,2,0,0.0,60.0
11856,0,74693095,109562959932806,BOG,261034.54,restaurante,panadería/pastelería,2022-10-03,2022-10-10,2022-10-24,2022-10-01,2022-10-01,2022-10-01,14.0,0,0,0.0,60.0
11857,0,74693095,26959151204181,BOG,340082.76,restaurante,panadería/pastelería,2022-11-16,2022-11-23,2022-12-01,2022-11-01,2022-11-01,2022-12-01,8.0,2,0,0.0,60.0
11858,1,74693095,224660075934358,BOG,499923.06,restaurante,panadería/pastelería,2022-12-05,2022-12-12,2022-12-30,2022-12-01,2022-12-01,2022-12-01,18.0,0,0,0.0,60.0
11859,1,74693095,208163442108726,BOG,208211.87,restaurante,panadería/pastelería,2023-01-13,2023-01-20,2023-02-28,2023-01-01,2023-01-01,2023-02-01,39.0,4,0,0.0,60.0
11860,1,74933933,52289353557054,BOG,224798.8,restaurante,comida especializada,2022-12-01,2022-12-08,2022-12-26,2022-12-01,2022-12-01,2022-12-01,18.0,3,0,0.0,60.0
11861,0,74933933,46180672325181,BOG,293957.65,restaurante,comida especializada,2023-01-23,2023-01-30,2023-02-06,2023-01-01,2023-01-01,2023-02-01,7.0,0,0,0.0,60.0
11862,0,74933933,16544017363637,BOG,191666.75,restaurante,comida especializada,2023-03-16,2023-03-23,2023-04-07,2023-03-01,2023-03-01,2023-04-01,15.0,3,0,0.0,60.0
11863,1,74933933,60735707935313,BOG,255714.73,restaurante,comida especializada,2023-05-11,2023-05-18,2023-06-16,2023-05-01,2023-05-01,2023-06-01,29.0,3,0,0.0,60.0
11864,0,75277255,11913834185671,BAQ,106531.89,restaurante,comida rápida,2022-09-16,2022-09-23,2022-09-22,2022-09-01,2022-09-01,2022-09-01,-1.0,4,14,506.3571428571428,4.0
11865,0,75277255,84153631977880,BAQ,79044.72,restaurante,comida rápida,2022-09-24,2022-10-01,2022-09-30,2022-09-01,2022-10-01,2022-09-01,-1.0,5,17,459.6470588235294,0.0
11866,0,75277255,48745407974807,BAQ,50412.57,restaurante,comida rápida,2022-10-01,2022-10-08,2022-10-08,2022-10-01,2022-10-01,2022-10-01,0.0,5,19,396.8421052631579,0.0
11867,0,75277255,223622837346694,BAQ,88277.37,restaurante,comida rápida,2022-10-08,2022-10-15,1899-12-30,2022-10-01,2022-10-01,1899-12-01,-44849.0,5,20,431.2,1.0
11868,1,75474273,11029989086703,BOG,227791.16,restaurante,panadería/pastelería,2022-08-24,2022-08-31,2025-12-31,2022-08-01,2022-08-01,2025-12-01,1218.0,2,44,317.6363636363636,0.0
11869,0,75474273,39058080240216,BOG,70206.12,restaurante,panadería/pastelería,2023-08-26,2023-09-02,1899-12-30,2023-08-01,2023-09-01,1899-12-01,-45171.0,5,80,357.95,0.0
11870,1,75505352,144151887980763,BOG,139305.16,restaurante,comida rápida,2022-09-24,2022-10-01,2025-12-31,2022-09-01,2022-10-01,2025-12-01,1187.0,5,13,236.6153846153846,1.0
11871,1,75505352,103179927109374,BOG,114042.53,restaurante,comida rápida,2022-10-01,2022-10-08,2025-12-31,2022-10-01,2022-10-01,2025-12-01,1180.0,5,18,268.3333333333333,1.0
11872,0,75516174,285937415301365,BOG,571028.14,restaurante,panadería/pastelería,2022-05-24,2022-05-31,2022-06-01,2022-05-01,2022-05-01,2022-06-01,1.0,1,27,304.8888888888889,0.0
11873,0,75516174,16954314893937,BOG,428480.82,restaurante,panadería/pastelería,2022-07-01,2022-07-08,2022-07-08,2022-07-01,2022-07-01,2022-07-01,0.0,4,22,241.3636363636364,1.0
11874,0,75516174,152331244524487,BOG,457414.12,restaurante,panadería/pastelería,2022-07-22,2022-07-29,2022-07-29,2022-07-01,2022-07-01,2022-07-01,0.0,4,18,320.27777777777777,1.0
11875,0,75516174,71138027475501,BOG,295990.79,restaurante,panadería/pastelería,2022-08-08,2022-08-15,2022-08-18,2022-08-01,2022-08-01,2022-08-01,3.0,0,19,367.42105263157896,0.0
11876,0,75516174,20299515246253,BOG,341309.88,restaurante,panadería/pastelería,2022-08-22,2022-08-29,2022-09-06,2022-08-01,2022-08-01,2022-09-01,8.0,0,20,427.45,2.0
11877,0,75532238,17704579950836,BOG,526081.93,restaurante,comida rápida,2022-05-19,2022-05-26,2022-05-29,2022-05-01,2022-05-01,2022-05-01,3.0,3,109,183.7981651376147,0.0
11878,0,75532238,21896431588175,BOG,487812.32,restaurante,comida rápida,2022-06-04,2022-06-11,2022-06-11,2022-06-01,2022-06-01,2022-06-01,0.0,5,92,205.3695652173913,0.0
11879,0,75532238,56354397659206,BOG,491260.94,restaurante,comida rápida,2022-07-02,2022-07-09,2022-07-09,2022-07-01,2022-07-01,2022-07-01,0.0,5,88,192.97727272727272,0.0
11880,0,75532238,38375374309991,BOG,495997.26,restaurante,comida rápida,2022-07-13,2022-07-20,2022-07-24,2022-07-01,2022-07-01,2022-07-01,4.0,2,80,211.3875,1.0
11881,0,75532238,19167387349103,BOG,486412.29999999993,restaurante,comida rápida,2022-07-27,2022-08-03,2022-08-03,2022-07-01,2022-08-01,2022-08-01,0.0,2,76,214.31578947368425,0.0
11882,0,75614441,291223125999624,BOG,486423.6,restaurante,comida rápida,2022-06-15,2022-06-22,2022-06-23,2022-06-01,2022-06-01,2022-06-01,1.0,2,33,714.5757575757576,0.0
11883,0,75614441,18371622451597,BOG,339714.5,restaurante,comida rápida,2022-06-24,2022-07-01,2022-07-01,2022-06-01,2022-07-01,2022-07-01,0.0,4,44,698.6363636363636,1.0
11884,0,75614441,72861112784907,BOG,156633.6,restaurante,comida rápida,2022-06-30,2022-07-07,2022-07-07,2022-06-01,2022-07-01,2022-07-01,0.0,3,50,663.38,0.0
11885,0,75614441,73226103831788,BOG,203242.45,restaurante,comida rápida,2022-07-02,2022-07-09,2022-07-09,2022-07-01,2022-07-01,2022-07-01,0.0,5,59,670.3559322033898,0.0
11886,0,75614441,71000827239489,BOG,205169.3,restaurante,comida rápida,2022-07-06,2022-07-13,2022-07-13,2022-07-01,2022-07-01,2022-07-01,0.0,2,68,631.0294117647059,0.0
11887,0,75628466,3355957274606,BOG,103507.34,restaurante,cafetería,2022-12-02,2022-12-09,2022-12-09,2022-12-01,2022-12-01,2022-12-01,0.0,4,12,674.6666666666666,0.0
11888,0,75628466,130150318563607,BOG,256098.24,restaurante,cafetería,2022-12-19,2022-12-26,2022-12-28,2022-12-01,2022-12-01,2022-12-01,2.0,0,16,447.5625,3.0
11889,0,75628466,147611985710003,BOG,192698.68,restaurante,cafetería,2022-12-31,2023-01-07,2023-01-16,2022-12-01,2023-01-01,2023-01-01,9.0,5,21,357.5238095238095,0.0
11890,0,75628466,66639881505400,BOG,156299.38,restaurante,cafetería,2023-01-20,2023-01-27,2023-01-30,2023-01-01,2023-01-01,2023-01-01,3.0,4,20,309.3,0.0
11891,0,75628466,118197656100009,BOG,212448.47,restaurante,cafetería,2023-02-01,2023-02-08,2023-02-14,2023-02-01,2023-02-01,2023-02-01,6.0,2,22,284.3636363636364,1.0
11892,0,75691262,32340128828659,BOG,139802.2,comercio,na,2023-09-01,2023-09-08,2023-09-18,2023-09-01,2023-09-01,2023-09-01,10.0,4,8,1008.875,2.0
11893,1,75919881,20784727804537,BOG,237047.85,institución,corrientazo,2022-03-12,2022-03-19,2025-12-31,2022-03-01,2022-03-01,2025-12-01,1383.0,5,11,795.6363636363636,0.0
11894,0,75955599,116462216438033,BAQ,291420.0,restaurante,panadería/pastelería/cafetería,2022-09-27,2022-10-04,2022-10-04,2022-09-01,2022-10-01,2022-10-01,0.0,1,124,171.05645161290323,1.0
11895,0,75955599,394246699237708,BAQ,296851.36,restaurante,panadería/pastelería/cafetería,2022-10-10,2022-10-17,2022-10-17,2022-10-01,2022-10-01,2022-10-01,0.0,0,120,176.775,1.0
11896,0,75955599,29409052305736,BAQ,285707.7,restaurante,panadería/pastelería/cafetería,2022-10-19,2022-10-26,2022-10-26,2022-10-01,2022-10-01,2022-10-01,0.0,2,101,186.04950495049505,1.0
11897,1,75955599,57833736302973,BAQ,484096.7899999999,restaurante,panadería/pastelería/cafetería,2022-10-31,2022-11-07,2023-02-22,2022-10-01,2022-11-01,2023-02-01,107.0,0,74,184.59459459459455,0.0
11898,0,75955599,151759913500258,BAQ,490498.5,restaurante,panadería/pastelería/cafetería,2023-04-20,2023-04-27,1899-12-30,2023-04-01,2023-04-01,1899-12-01,-45043.0,3,51,191.1960784313725,0.0
11899,0,76000677,36265506710238,BAQ,261600.45,restaurante,fritos,2022-09-09,2022-09-16,1899-12-30,2022-09-01,2022-09-01,1899-12-01,-44820.0,4,74,521.4459459459459,0.0
11900,0,76001424,66869165480462,BOG,281145.37,restaurante,parrilla/asadero,2022-10-11,2022-10-18,2022-10-19,2022-10-01,2022-10-01,2022-10-01,1.0,1,12,380.5833333333333,46.0
11901,0,76001424,61666689076948,BOG,194798.59,restaurante,parrilla/asadero,2023-03-25,2023-04-01,1899-12-30,2023-03-01,2023-04-01,1899-12-01,-45017.0,5,28,454.6428571428572,1.0
11902,1,76002625,242645243540691,BOG,268755.0,restaurante,panadería/pastelería,2022-09-06,2022-09-13,2022-12-19,2022-09-01,2022-09-01,2022-12-01,97.0,1,106,169.19811320754718,1.0
11903,1,76002625,48233669205785,BOG,282499.66,restaurante,panadería/pastelería,2023-01-20,2023-01-27,2023-06-14,2023-01-01,2023-01-01,2023-06-01,138.0,4,49,109.24489795918367,1.0
11904,1,76009025,217908129911518,BOG,256337.1,restaurante,corrientazo,2022-09-06,2022-09-13,2023-02-15,2022-09-01,2022-09-01,2023-02-01,155.0,1,18,611.5,1.0
11905,0,76009025,159277795396608,BOG,254867.36,restaurante,corrientazo,2023-08-05,2023-08-12,1899-12-30,2023-08-01,2023-08-01,1899-12-01,-45150.0,5,33,824.9090909090909,1.0
11906,0,76014514,49107308426509,BOG,250179.28,restaurante,panadería/pastelería,2022-07-15,2022-07-22,2022-07-23,2022-07-01,2022-07-01,2022-07-01,1.0,4,84,168.38095238095238,0.0
11907,0,76014514,130534126212430,BOG,208042.55,restaurante,panadería/pastelería,2022-07-22,2022-07-29,2022-08-01,2022-07-01,2022-07-01,2022-08-01,3.0,4,91,178.23076923076923,1.0
11908,0,76014514,65813036448905,BOG,253959.64000000004,restaurante,panadería/pastelería,2022-07-29,2022-08-05,2022-08-07,2022-07-01,2022-08-01,2022-08-01,2.0,4,97,181.37113402061857,1.0
11909,0,76014514,30876631241436,BOG,223095.43,restaurante,panadería/pastelería,2022-08-04,2022-08-11,2022-08-11,2022-08-01,2022-08-01,2022-08-01,0.0,3,101,173.7128712871287,0.0
11910,0,76014514,21792444743105,BOG,242584.64,restaurante,panadería/pastelería,2022-08-09,2022-08-16,2022-08-18,2022-08-01,2022-08-01,2022-08-01,2.0,1,103,165.33009708737865,0.0
11911,0,76027174,80685982686982,BOG,148198.38,restaurante,comida rápida,2022-08-05,2022-08-12,2022-08-11,2022-08-01,2022-08-01,2022-08-01,-1.0,4,55,268.1818181818182,0.0
11912,0,76027174,13726353159296,BOG,148198.38,restaurante,comida rápida,2022-08-17,2022-08-24,2022-08-24,2022-08-01,2022-08-01,2022-08-01,0.0,2,60,324.75,0.0
11913,0,76027174,87948837136671,BOG,124824.9,restaurante,comida rápida,2022-08-19,2022-08-26,2022-08-25,2022-08-01,2022-08-01,2022-08-01,-1.0,4,58,329.7758620689655,1.0
11914,0,76027174,54702206563905,BOG,118198.25,restaurante,comida rápida,2022-09-02,2022-09-09,2022-09-09,2022-09-01,2022-09-01,2022-09-01,0.0,4,79,336.27848101265823,0.0
11915,0,76027174,77737909993069,BOG,139112.53,restaurante,comida rápida,2022-09-10,2022-09-17,2022-09-16,2022-09-01,2022-09-01,2022-09-01,-1.0,5,75,380.9066666666667,0.0
11916,0,76031497,51971291830085,BAQ,252421.18,restaurante,fritos,2022-07-08,2022-07-15,2022-07-14,2022-07-01,2022-07-01,2022-07-01,-1.0,4,60,219.1833333333333,0.0
11917,0,76031497,124546575896190,BAQ,206540.42,restaurante,fritos,2022-07-22,2022-07-29,2022-07-29,2022-07-01,2022-07-01,2022-07-01,0.0,4,65,252.7846153846154,0.0
11918,0,76031497,27330406637614,BAQ,209282.64,restaurante,fritos,2022-07-29,2022-08-05,2022-08-05,2022-07-01,2022-08-01,2022-08-01,0.0,4,67,279.44776119402985,0.0
11919,0,76031497,872572449033,BAQ,221529.95,restaurante,fritos,2022-08-05,2022-08-12,2022-08-12,2022-08-01,2022-08-01,2022-08-01,0.0,4,73,266.3424657534247,0.0
11920,0,76031497,29845693349451,BAQ,218832.19,restaurante,fritos,2022-08-12,2022-08-19,2022-08-31,2022-08-01,2022-08-01,2022-08-01,12.0,4,82,257.6463414634146,0.0
11921,0,76034062,31250340412712,BAQ,299611.08,restaurante,corrientazo,2023-06-29,2023-07-06,2023-07-07,2023-06-01,2023-07-01,2023-07-01,1.0,3,10,580.8,1.0
11922,0,76034062,39822143497611,BAQ,293751.88,restaurante,corrientazo,2023-08-10,2023-08-17,2023-08-18,2023-08-01,2023-08-01,2023-08-01,1.0,3,5,543.4,3.0
